Naam,Adres,Latitude,Longitude,Link,Street,Postcode,City
"Rombouts, K.P.C.M.","Huisartsenpraktijk Rombouts, Budel",51.270804,5.5679812,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rombouts-k-p-c-m-281507,Graafschap Hornelaan,6021 XL,Budel
"Rozemeijer, O.","Gezondheidscentrum Venserpolder, Huisartsen, Amsterdam",52.3220359,4.9473336,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rozemeijer-o-339671,Drostenburg,1102 AM,Amsterdam
"Sassen, L.M.A.","Huisartsenpraktijk Sassen, Hoogland",52.1826449,5.3722202,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sassen-l-m-a-119531,Tarwekamp,3828 HZ,Hoogland
"Schaafsma, W.L.","Huisartspraktijk Schaafsma, Emmeloord",52.7036954,5.7339858,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schaafsma-w-l-125116,Urkerweg,8303 BX,Emmeloord
"Schaap, P.","Huisarts Hardenberg, Hardenberg",52.5765324,6.6029715,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schaap-p-343676,De Schans,7773 AA,Hardenberg
"Scheijmans, J.M.A.H.","Huisartsenpraktijk Scheijmans en Laauwen, Breda",51.6073151,4.7902374,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-scheijmans-j-m-a-h-120598,Moerwijk,4826 HP,Breda
"Schirm, E.","Huisartsenpraktijk Pijlman en Schirm, Zuidhorn",53.2480207,6.4040711,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schirm-e-302832,Hanckemalaan,9801 HJ,Zuidhorn
"Seelt, W.","Velius Hoed, Huisartsenpraktijk Seelt, Hoorn",52.6424544,5.0626456,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-seelt-w-153313,Jeudje,1621 GM,Hoorn
"Sijtsma, B.","De Fundatie, huisartsenpraktijk en apotheek, Beetsterzwaag",53.0572166,6.0725808,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sijtsma-b-338914,Commissieweg,9244 GB,Beetsterzwaag
"Simons-Anten, B.L.F.","Huisartsenpraktijk Venlo-Zuid, Venlo",51.3611323,6.1654111,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-simons-anten-b-l-f-163696,Emmastraat,5912 CT,Venlo
"Smans, T.","Huisartsenpraktijk Giessenburg, Giessenburg",51.8537036,4.8877233,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-smans-t-331278,Kastanjeplein,3381 LT,Giessenburg
"Smit-Smit, M.","Huisartsenpraktijk Wheermolen, Purmerend",52.511143,4.968261,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-smit-smit-m-250808,Boeierstraat,1443 EN,Purmerend
"Soeters, D.","Huisartsenpraktijk D. Soeters, Groningen",53.221969,6.5618432,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-soeters-d-126023,Nieuwe Boteringestraat,9712 PL,Groningen
"Spencer-van den Braken, C.D.","Huisartsenpraktijk C.D. Spencer, Schoorl",52.7137024,4.6805862,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-spencer-van-den-braken-c-d-151880,Heereweg,1871 EE,Schoorl
"Stade-Bakker, I.A.M.","Huisartsenpraktijk De Keiler, Nunspeet",52.3714075,5.7831789,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-stade-bakker-i-a-m-276866,Stationsplein,8071 CH,Nunspeet
"Star, M.A.I. van der","Huisartsenpraktijk Beinum, Doesburg",52.002787,6.1266229,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-star-m-a-i-van-der-338849,Breedestraat,6983 AC,Doesburg
"Stronkhorst, C.H.","Huisartspraktijk Stronkhorst, Haarlem",52.3728819,4.6220503,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-stronkhorst-c-h-118132,Soestdijkstraat,2012 KS,Haarlem
"Stuveling-de Bree, W.","Huisartsenpraktijk Stuveling-De Bree, Nijverdal",52.376871,6.484432,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-stuveling-de-bree-w-271128,Kruidenlaan,7443 JV,Nijverdal
"Tang, M.W.I. van der","Huisartsenpraktijk Fallaux en Van der Tang, Zoetermeer",52.0599251,4.5416675,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-tang-m-w-i-van-der-254851,Oosterheemplein,2721 NC,Zoetermeer
"Teunissen, T.A.M.","Huisartsenpraktijk van Die en Teunissen, Deventer",52.2549933,6.2302328,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-teunissen-t-a-m-124055,Dudokstraat,7425 CR,Deventer
"Thijs, H.M.H.","Huisartsen Achtse Barrier, Eindhoven",51.4815558,5.4404655,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-thijs-h-m-h-298838,Fransebaan,5627 RE,Eindhoven
"Troost, J.E.","Huisartsenpraktijk de Kuil, Hapert",51.370804,5.2607389,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-troost-j-e-122245,De Kuil,5527 AA,Hapert
"Truin, M.","Huisartsenpraktijk Brouwer & Truin, Arnhem",51.9474085,5.8862476,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-truin-m-315701,Doctor Willem Dreessingel,6836 CS,Arnhem
"Urlings, J.","Huisartsenpraktijk Bunde, Bunde",50.8940199,5.7367323,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-urlings-j-304239,Vliegenstraat,6241 CH,Bunde
"van der Heijden-Verheijen, I.A.M.","Huisartsenpraktijk Merlaan, Cuijk",51.7293134,5.8785178,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-van-der-heijden-verheijen-i-a-m-330469,Oude Werf,5431 BG,Cuijk
"Velde, J.S. van der","Huisartspraktijk Oudehaske, Oudehaske",52.9569009,5.8727799,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-velde-j-s-van-der-330579,Julianastraat,8465 RC,Oudehaske
"Ven, M. van der","Stroom huisartsenzorg, Dordrecht",51.8142172,4.6848089,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ven-m-van-der-337578,Parkeerterrein Energiehuis,3311 DH,Dordrecht
"Verhaegh, G.T.C.M.","Huisartspraktijk Verhaegh, Helmond",51.4691771,5.7060538,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verhaegh-g-t-c-m-122851,Hof Bruheze,5704 NP,Helmond
"Verheul, E.M.J.","Huisartsenpraktijk Empel, 's-Hertogenbosch",51.7275947,5.3306782,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verheul-e-m-j-162746,Balkbrug-Oost,5236 PW,'s-Hertogenbosch
"Verhoog-van de Klundert, M.J.M.","Huisartsenpraktijk Buitenweide, Vlaardingen",51.9095226,4.3501021,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verhoog-van-de-klundert-m-j-m-282275,Schiedamseweg,3134 BD,Vlaardingen
"Verseveld, A.J. van","Huisartsenpraktijk A.J. van Verseveld, Groningen",53.2241856,6.5774612,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verseveld-a-j-van-126045,H.A. Kooykerplein,9713 GV,Groningen
"Viljac, A.","Huisartsenpraktijk Wildeboer en Viljac, Dordrecht",51.8158988,4.6704022,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-viljac-a-319947,Steegoversloot,3311 PP,Dordrecht
"Vincent, J.J.M.","Huisartsenpraktijk Klaar en Vincent, Ede",52.0330675,5.6614776,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vincent-j-j-m-157611,Willem de Zwijgerlaan,6713 NS,Ede
"Vlaar, N.C.J.M.","Medisch Centrum Sint Anna, Huisartsenpraktijk Drenth en Vlaar, Nijmegen",51.8319486,5.858025,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vlaar-n-c-j-m-292527,Sint Annastraat,6525 GW,Nijmegen
"Voorst, V.L. van","Huisartsenpraktijk Rensing en Van Voorst, De La Reyweg, Den Haag",52.0671252,4.2873792,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-voorst-v-l-van-324003,De la Reyweg,2571 GH,Den Haag
"Vossers, R.","De Huisarts, Haarlem",52.4095129,4.6491725,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vossers-r-325876,Planetenlaan,2024 EW,Haarlem
"Vriesendorp, R.D.","Huisartsenpraktijk Medisch Centrum West, Waddinxveen",52.047214,4.6460682,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vriesendorp-r-d-308398,Mozartlaan,2742 BN,Waddinxveen
"Vries, I.A. de","De Fundatie, huisartsenpraktijk en apotheek, Beetsterzwaag",53.0572166,6.0725808,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-i-a-de-125557,Commissieweg,9244 GB,Beetsterzwaag
"Vries, P.A. de","Huisartsenpraktijk Arkel, Arkel",51.8642906,4.9969004,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-p-a-de-120042,Raadhuisplein,4241 AA,Arkel
"Wegman, F.","Praktijk De Drecht, Huisarts F. Wegman, Uithoorn",52.2452825,4.8077997,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wegman-f-282282,Koningin Máximalaan,1421 LC,Uithoorn
"Wetzels, R.W.M.","Huisartsenpraktijk Gronsveld, Gronsveld",50.813301,5.7305997,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wetzels-r-w-m-326816,Monsigneur Willigersstraat,6247 AZ,Rijckholt
"Wiechen, R.J.M.P. van","Huisartsenpraktijk Van Wiechen, Boskoop",52.0730527,4.6542693,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wiechen-r-j-m-p-van-117447,Boomgaard,2771 PD,Boskoop
"Wiesenhaan-Stellingwerff, G.C.","Het Zorgstation, Huisartsenpraktijk Wiesenhaan, Bodegraven",52.0817136,4.7457606,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wiesenhaan-stellingwerff-g-c-157047,Stationsweg,2411 CK,Bodegraven
"Wijst, T.G.J. van der","Huisartsen Kerkdriel, Kerkdriel",51.7722164,5.3377883,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wijst-t-g-j-van-der-317745,De Hohorst,5331 AM,Kerkdriel
"Wilde, P.B. de","Huisartsenpraktijk Heino De Munnikenhof, Heino",52.436054,6.2326034,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wilde-p-b-de-313321,Munnikenhof,8141 GL,Heino
"Wolff, I.","Huisartsenpraktijk de Blauwe Jachthoorn, Praktijk Spekhorst  en Wolff, Arnhem",51.9915139,5.8816222,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wolff-i-317652,Jachthoornlaan,6813 CH,Arnhem
"Zandijk, I.","Huisartsenpraktijk De Groote Wielen, Rosmalen",51.7353729,5.3653557,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-zandijk-i-117510,Groote Wielenlaan,5247 JA,Rosmalen
"Braak, E.","Huisartsenpraktijk E. Braak, Zuid-Scharwoude",52.6938351,4.8116831,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-braak-e-115609,Koog,1722 EM,Zuid-Scharwoude
"Kastelijns, R.C.A.","Huisartsenpraktijk Kloosterstraat, Oirschot",51.5025819,5.3046588,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kastelijns-r-c-a-309172,Kloosterstraat,5688 HT,Oirschot
"Malyar, A.W.","Huisartsenpraktijk Malyar, Eindhoven",51.4848714,5.4842214,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-malyar-a-w-285826,Tondeldoos,5629 KA,Eindhoven
"Groot, S. de","Gezondheidscentrum Andijk, Andijk",52.7448835,5.2212638,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-groot-s-de-281638,Keizerskroon,1619 XK,Andijk
"Hirsch, F.","Huisartsen Gezondheidscentrum De Bilt, De Bilt",52.1114511,5.1866144,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hirsch-f-263487,Henrica van Erpweg,3732 BG,De Bilt
"Zijlstra, C.C.","Huisartsenpraktijk Lindeveld, Heerlen",50.8824765,5.9801999,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-zijlstra-c-c-329156,Bekkerweg,6411 EG,Heerlen
"Breteler, A.M.S.","Huisartsenpraktijk Lodewijkstraat, Hengelo",52.2527397,6.7997119,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-breteler-a-m-s-304360,Marnixstraat,7553 LC,Hengelo
"Janssen Steenberg, H.J.M.","Huisartsenpraktijk Keverdijk, Naarden",52.2987501,5.1477201,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-janssen-steenberg-h-j-m-152484,Kolonel Verveerstraat,1411 VE,Naarden
"Noor, M.E.","Huisartsenpraktijk Noor, Heerhugowaard",52.6684452,4.8474632,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-noor-m-e-316583,Dreef,1701 GP,Heerhugowaard
"Ponte, A.","Huisartsenpraktijk Molenakker, Weert",51.2590976,5.7028918,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ponte-a-283510,Noordkade,6003 ND,Weert
"Waart, K. de","Huisartsenpraktijk Assendelft, Assendelft",52.4695237,4.7425294,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-waart-k-de-154987,Dorpsstraat,1566 BV,Assendelft
"Boerop, E.J.C.P.","Huisartsenpraktijk de Waterlelie, Almere",52.3767467,5.2735382,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-boerop-e-j-c-p-115022,Edvard Munchweg,1328 MB,Almere
"Derksen, M.D.","Gezondheidscentrum Ommoord, huisartsen - onderdeel van Zovida, Rotterdam",51.9609954,4.543,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-derksen-m-d-117855,Briandplaats,3068 JJ,Rotterdam
"Hofmans, J.A.","Huisartspraktijk Hofmans Voorburg, Voorburg",52.0791793,4.3541343,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hofmans-j-a-250844,Hartzstraat,2273 KA,Voorburg
"Löbker, B.S.J.","Huisartsenpraktijk Havenbogen, Schiedam",51.9150842,4.393726,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-lobker-b-s-j-310202,Havenbogen,3117 NT,Schiedam
"Meekes, I.A.J.M.","Huisartsenpraktijk Uitvindersbuurt, Ede",52.0266735,5.6535983,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-meekes-i-a-j-m-123315,Doornlaan,6717 BN,Ede
"Meijerink, R.H.","Gezondheidscentrum Twekkelerveld, Huisartsen, Enschede",52.2298595,6.8577327,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-meijerink-r-h-166887,Maanstraat,7521 HC,Enschede
"Pols, E.A.J.","Copenhaege Huisartsen, Praktijk Lipschart, Vlaardingen",51.9367382,4.3543714,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-pols-e-a-j-264216,Kopenhagenlaan,3137 NP,Vlaardingen
"Reekers, H.","Huisartspraktijk De Boekhorst, Oosterwolde",52.9808733,6.2905733,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-reekers-h-126073,Snellingerdijk,8431 ER,Oosterwolde
"Rovers, J.J.M.","Huisartsenpraktijk Schoubroeck en Rovers, Tilburg",51.5488024,5.0692891,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rovers-j-j-m-263055,Korvelplein,5025 JN,Tilburg
"Spruit, M.A.H.","Huisartsenpraktijk Gezondheidscentrum Dillenburg, Alphen aan den Rijn",52.1342147,4.6536516,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-spruit-m-a-h-271304,Prinses Irenelaan,2404 BH,Alphen aan den Rijn
"Breejen, A. den","Eilandpraktijk Texel, locatie De Cocksdorp, De Cocksdorp",53.156686,4.872859,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-breejen-a-den-263851,Kikkertstraat,1795 AD,De Cocksdorp
"Bruinsma, E.","Huisartsenpraktijk Bruinsma, Velp",51.998614,5.97058,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bruinsma-e-304229,Rozendaalselaan,6881 LD,Velp
"Hootegem, J.C.S.P. van","Huisartsenpraktijk van Hootegem, Hoogerheide",51.4290955,4.3242776,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hootegem-j-c-s-p-van-120361,Duinhoefplein,4631 MC,Hoogerheide
"Horst, J.J. van der","Huisartspraktijk van der Horst, Best",51.5063043,5.3905611,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-horst-j-j-van-der-121777,Koningin Emmalaan,5684 BA,Best
"Kafaji, M.R. al","Huisartsenpraktijk ValkenHOED, Praktijk Schoemakers, Nieuw-Amsterdam",52.7152009,6.8552326,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kafaji-m-r-al-339302,Valkeniersweg,7833 EW,Nieuw-Amsterdam
"Kluitman, E.M.","Huisartsenpraktijk De Brink, Denekamp",52.3786142,7.0038731,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kluitman-e-m-124379,Brink,7591 CZ,Denekamp
"Melle, M.C. van","Huisartsenpraktijk Wormerveer, Wormerveer",52.4901577,4.7937805,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-melle-m-c-van-263932,Stationsstraat,1521 DT,Wormerveer
"Meuffels, P.W.C.M.J.","Huisartsenpraktijk Meuffels, Weert",51.2493651,5.7033541,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-meuffels-p-w-c-m-j-122157,Parallelweg,6001 HM,Weert
"Moolenbroek, C.M.F.M. van","Huisartsenpraktijk Van Herwerden, Breda",51.5895531,4.8199198,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-moolenbroek-c-m-f-m-van-315591,Kapelstraat,4817 NZ,Breda
"Mulder, J.","Huisartsenpraktijk Mulder, Best",51.5111692,5.3924462,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-mulder-j-264748,Kapelplein,5683 AJ,Best
"Naisas, H.","De Eeuwsels Huisartsen, Helmond",51.4952489,5.6700657,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-naisas-h-331924,Jan Steenlaan,5702 HW,Helmond
"Popescu, G.","Popescu, huisarts, Schiedam",51.9163231,4.4083467,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-popescu-g-118227,Van Swindensingel,3112 RJ,Schiedam
"Bastick, A.N.","Huisartsenpraktijk Haverkamp/Bastick, Oosterhout",51.6620552,4.8572015,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bastick-a-n-324087,Werkmansbeemd,4907 EW,Oosterhout
"Bats, Y.J.","Huisartspraktijk Veere, Veere",51.5484539,3.6691628,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bats-y-j-125370,Markt,4351 AH,Zanddijk
"Berge, S.K. ten","Medisch Centrum Overhees, Huisartsen, Soest",52.1713875,5.2775203,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-berge-s-k-ten-113852,Klarinet,3766 GH,Soest
"Bragt, Y.M.P.M. van","Huisartspraktijk De Dennenkamp West, Oosterbeek",51.989065,5.8401788,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bragt-y-m-p-m-van-270793,Generaal Urquhartlaan,6861 GG,Oosterbeek
"Cools, R.A.A.H.","Huisartsen Piushaven, Huisartsenpraktijk Cools, Tilburg",51.554922,5.1033197,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-cools-r-a-a-h-287702,Prinsenhoeven,5017 GC,Tilburg
"Eigenraam-Mud, L.M.","Huisartsenpraktijk Koedijk, Koedijk (gem. Alkmaar)",52.675878,4.752702,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-eigenraam-mud-l-m-312885,De Hertog,1831 EK,Koedijk
"Eupen, I. van","Huisartsenpraktijk Medipark, Praktijk van den Heuvel en van Eupen, Uden",51.6616569,5.6241882,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-eupen-i-van-318578,Hyacintstraat,5402 XL,Uden
"Fortuin, D.","Huisartspraktijk Fortuin, Diemen",52.3408585,4.9654436,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-fortuin-d-281343,D.J. den Hartoglaan,1111 ZC,Diemen
"Gijssel, E.A. van","Huisartspraktijk E.A. van Gijssel, Hasselt",52.5892841,6.1045932,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-gijssel-e-a-van-124862,van Haersoltelaan,8061 EG,Hasselt
"Heinsbergen, A.M.","Huisartsencentrum Mierlo, Mierlo",51.438969,5.618994,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-heinsbergen-a-m-243708,Heer van Scherpenzeelweg,5731 EG,Mierlo
"Herwaarden, G.M.F.M. van","Huisartsenpraktijk G.M.F.M. van Herwaarden, Ochten",51.9102608,5.5674252,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-herwaarden-g-m-f-m-van-119918,Burgemeester H Houtkoperlaan,4051 EX,Ochten
"Hoomans, E.H.M.","Huisartsenpraktijk Nieuwkuijk, Nieuwkuijk",51.6908236,5.1748533,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hoomans-e-h-m-162672,De Steenenborch,5253 XC,Nieuwkuijk
"Jumelet-de Waal, A.N.M.","Huisartsenpraktijk Westpoort, Zierikzee",51.6503751,3.9266988,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-jumelet-de-waal-a-n-m-315261,Van Borrendammepad,4301 KT,Zierikzee
"Leurs, F.G.A.","Huisartsengroep Milbergen, locatie Leuth, Leuth",51.8386566,5.9943257,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-leurs-f-g-a-259532,Kerkplein,6578 AN,Leuth
"Loopik, C.A.A.","Huisartsenpraktijk Iepenhof, Woerden",52.082201,4.874464,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-loopik-c-a-a-263891,Hazelaarstraat,3442 EM,Woerden
"Nijenhuis, J.","Medisch Centrum Aalst, huisarts Nijenhuis, Waalre",51.3971113,5.4747764,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-nijenhuis-j-314236,Raadhuisstraat,5582 JD,Aalst
"Oldenkamp, J.A.","Huisartsenpraktijk De Rode Hoed, Beilen",52.8614974,6.5110398,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-oldenkamp-j-a-284227,Dingspelstraat,9411 AN,Beilen
"Putten, A.M. van","Huisartsenpraktijk Korte Akkeren, Gouda",52.0053513,4.7013677,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-putten-a-m-van-160253,Nicolaas Beetsstraat,2802 NA,Gouda
"Rinkes, T.H.N.","Academische Huisartsenpraktijk Groningen, Groningen",53.2197888,6.5765361,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rinkes-t-h-n-323903,Oostersingel,9713 EX,Groningen
"Sluiszen, P.L. van der","Huisartsenpraktijk van der Sluiszen, Bergen op Zoom",51.4890559,4.303778,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sluiszen-p-l-van-der-120350,Rooseveltlaan,4624 DG,Bergen op Zoom
"Steeghs, R.J.M.","Medisch Centrum Nijmegen-Oost, Huisartsen, Nijmegen",51.8413165,5.8770161,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-steeghs-r-j-m-287085,Berg en Dalseweg,6522 BB,Nijmegen
"Swart, A.E.","Huisartsenpraktijk Akkrum, Akkrum",53.0513937,5.8352125,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-swart-a-e-281179,Leppedyk,8491 GJ,Akkrum
"Vedder, P.","Contrast, Huisartsenpraktijk P. Vedder, Hengelo",52.2638123,6.7725802,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vedder-p-124325,Geerdinksweg,7555 DL,Hengelo
"Veldhuizen, D. van","Huisartspraktijk van Veldhuizen, Borger",52.9169879,6.7958794,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-veldhuizen-d-van-255184,Eeserstraat,9531 CL,Borger
"Westland, T.","Huisartsenpraktijk De Mosbeek, Tubbergen",52.4111683,6.7876424,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-westland-t-271511,Schildhuisstraat,7651 BT,Tubbergen
"Wiersma, H.F.","Wiersma-van der Hulst Huisartsen, Leiden",52.1576855,4.4744462,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wiersma-h-f-116641,Haagweg,2321 AE,Leiden
"Wösten, T.H. van der","Huisartsenpraktijk Ommeren, Ommeren",51.9462946,5.4960662,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wosten-t-h-van-der-263578,Dokter Guepinlaan,4032 NJ,Ommeren
"Affelen van Saëmsfoort, G. van","Medisch Centrum Thorbecke, Huisartsenpraktijk Vos, van Affelen en Lindeboom, Sliedrecht",51.8236405,4.7847063,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-affelen-van-saemsfoort-g-van-238647,Thorbeckelaan,3362 BV,Sliedrecht
"Birkhoff, J.C.","Huisartsenpraktijk Dinteloord, Dinteloord",51.6358687,4.369901,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-birkhoff-j-c-120392,Westvoorstraat,4671 CE,Dinteloord
"Boer, D.F. de","Zijper Huisartsen, 't Zand, 't Zand",52.8366071,4.7547042,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-boer-d-f-de-115658,Keinsmerweg,1756 AG,'t Zand
"Boetzelaer-van Dijck, C.M.M. van","Huisartsenpraktijk De Dennenkamp Oost, Oosterbeek",51.989065,5.8401788,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-boetzelaer-van-dijck-c-m-m-van-119832,Generaal Urquhartlaan,6861 GG,Oosterbeek
